gender,age,category,quantity,price,payment_method,datetime,shopping_mall,year,month
Male,20,Clothing,2,600.16,Debit Card,2021-12-14,Forum Istanbul,2021,December
Female,31,Clothing,2,600.16,Debit Card,2021-12-04,Metrocity,2021,December
Female,60,Clothing,4,1200.32,Cash,2022-02-20,Mall of Istanbul,2022,February
Female,44,Clothing,2,600.16,Cash,2021-03-12,Mall of Istanbul,2021,March
Female,37,Toys,1,35.84,Cash,2023-01-26,Kanyon,2023,January
Male,67,Technology,2,2100.0,Credit Card,2022-07-17,Metropol AVM,2022,July
Female,30,Toys,1,35.84,Credit Card,2022-11-05,Metrocity,2022,November
Male,51,Clothing,5,1500.4,Cash,2022-08-20,Viaport Outlet,2022,August
Female,22,Food & Beverage,2,10.46,Cash,2021-09-03,Metrocity,2021,September
Female,43,Clothing,1,300.08,Debit Card,2021-12-10,Zorlu Center,2021,December
Male,44,Clothing,3,900.24,Debit Card,2022-10-27,Cevahir AVM,2022,October
Male,20,Books,5,75.75,Debit Card,2022-03-22,Istinye Park,2022,March
Female,34,Books,4,60.6,Debit Card,2021-11-27,Metropol AVM,2021,November
Male,32,Food & Beverage,4,20.92,Cash,2023-02-14,Metrocity,2023,February
Male,20,Souvenir,3,35.19,Cash,2022-07-08,Mall of Istanbul,2022,July
Male,68,Clothing,1,300.08,Cash,2021-08-04,Kanyon,2021,August
Female,50,Souvenir,1,11.73,Credit Card,2021-07-29,Metropol AVM,2021,July
Female,52,Souvenir,1,11.73,Credit Card,2022-01-17,Metropol AVM,2022,January
Female,50,Shoes,2,1200.34,Credit Card,2023-01-13,Zorlu Center,2023,January
Female,65,Toys,2,71.68,Cash,2021-06-14,Kanyon,2021,June
Male,55,Toys,4,143.36,Cash,2022-12-25,Viaport Outlet,2022,December
Female,39,Clothing,5,1500.4,Debit Card,2021-01-10,Kanyon,2021,January
Male,34,Toys,4,143.36,Cash,2022-03-06,Metrocity,2022,March
Female,67,Food & Beverage,4,20.92,Credit Card,2022-07-06,Emaar Square Mall,2022,July
Male,50,Clothing,2,600.16,Debit Card,2022-05-14,Mall of Istanbul,2022,May
Female,35,Clothing,4,1200.32,Debit Card,2022-10-24,Mall of Istanbul,2022,October
Female,67,Shoes,4,2400.68,Credit Card,2022-11-06,Forum Istanbul,2022,November
Female,41,Souvenir,4,46.92,Debit Card,2021-01-15,Kanyon,2021,January
Male,25,Cosmetics,5,203.3,Debit Card,2022-11-05,Forum Istanbul,2022,November
Female,69,Food & Beverage,3,15.69,Credit Card,2021-07-14,Kanyon,2021,July
Male,52,Clothing,1,300.08,Credit Card,2023-01-20,Cevahir AVM,2023,January
Female,21,Technology,5,5250.0,Cash,2021-06-13,Emaar Square Mall,2021,June
Male,37,Books,3,45.45,Cash,2022-12-13,Emaar Square Mall,2022,December
Female,59,Food & Beverage,2,10.46,Debit Card,2022-03-06,Metropol AVM,2022,March
Female,52,Technology,3,3150.0,Credit Card,2023-11-01,Mall of Istanbul,2023,November
Female,67,Food & Beverage,3,15.69,Cash,2021-09-13,Metropol AVM,2021,September
Female,67,Clothing,4,1200.32,Credit Card,2021-07-16,Metrocity,2021,July
Male,51,Cosmetics,2,81.32,Cash,2022-02-11,Metrocity,2022,February
Male,62,Toys,3,107.52,Cash,2022-12-25,Mall of Istanbul,2022,December
Male,65,Toys,2,71.68,Credit Card,2021-04-06,Kanyon,2021,April
Male,31,Cosmetics,3,121.98,Cash,2023-07-01,Mall of Istanbul,2023,July
Female,53,Clothing,4,1200.32,Credit Card,2021-05-27,Mall of Istanbul,2021,May
Male,23,Clothing,1,300.08,Credit Card,2021-11-21,Emaar Square Mall,2021,November
Female,53,Cosmetics,1,40.66,Credit Card,2021-12-25,Istinye Park,2021,December
Male,49,Cosmetics,1,40.66,Cash,2022-05-31,Mall of Istanbul,2022,May
Male,30,Clothing,3,900.24,Debit Card,2021-05-23,Viaport Outlet,2021,May
Female,48,Technology,5,5250.0,Credit Card,2022-06-30,Kanyon,2022,June
Female,20,Clothing,4,1200.32,Credit Card,2022-05-26,Istinye Park,2022,May
Female,35,Food & Beverage,4,20.92,Cash,2021-02-27,Istinye Park,2021,February
Female,27,Clothing,5,1500.4,Cash,2022-03-13,Metrocity,2022,March
Female,59,Food & Beverage,1,5.23,Credit Card,2021-06-05,Forum Istanbul,2021,June
Female,59,Technology,1,1050.0,Cash,2021-01-28,Metropol AVM,2021,January
Female,43,Clothing,2,600.16,Credit Card,2021-06-19,Metropol AVM,2021,June
Female,40,Toys,2,71.68,Cash,2021-12-02,Zorlu Center,2021,December
Female,53,Cosmetics,2,81.32,Credit Card,2021-04-03,Metropol AVM,2021,April
Female,43,Clothing,4,1200.32,Cash,2022-06-09,Emaar Square Mall,2022,June
Female,18,Toys,4,143.36,Cash,2022-07-28,Zorlu Center,2022,July
Female,30,Shoes,2,1200.34,Credit Card,2022-02-15,Kanyon,2022,February
Male,64,Food & Beverage,2,10.46,Cash,2021-10-21,Metrocity,2021,October
Female,67,Clothing,3,900.24,Credit Card,2021-04-07,Emaar Square Mall,2021,April
Male,45,Souvenir,2,23.46,Credit Card,2022-02-24,Metrocity,2022,February
Female,65,Clothing,4,1200.32,Credit Card,2022-02-24,Forum Istanbul,2022,February
Male,31,Toys,2,71.68,Credit Card,2022-08-26,Kanyon,2022,August
Female,62,Shoes,1,600.17,Debit Card,2021-03-26,Kanyon,2021,March
Female,24,Clothing,2,600.16,Credit Card,2022-07-21,Metrocity,2022,July
Male,62,Clothing,3,900.24,Cash,2021-02-27,Forum Istanbul,2021,February
Female,34,Cosmetics,1,40.66,Cash,2021-03-30,Kanyon,2021,March
Female,61,Cosmetics,4,162.64,Credit Card,2023-01-24,Mall of Istanbul,2023,January
Female,47,Technology,1,1050.0,Credit Card,2022-01-21,Metropol AVM,2022,January
Female,37,Shoes,4,2400.68,Debit Card,2022-04-24,Kanyon,2022,April
Male,54,Books,1,15.15,Cash,2021-09-14,Metropol AVM,2021,September
Male,51,Clothing,3,900.24,Cash,2021-07-03,Kanyon,2021,July
Male,57,Toys,2,71.68,Cash,2021-06-10,Viaport Outlet,2021,June
Female,52,Clothing,3,900.24,Debit Card,2021-07-18,Viaport Outlet,2021,July
Male,67,Clothing,1,300.08,Cash,2021-04-15,Kanyon,2021,April
Female,64,Clothing,3,900.24,Credit Card,2021-01-27,Mall of Istanbul,2021,January
Female,50,Books,2,30.3,Cash,2021-06-25,Mall of Istanbul,2021,June
Male,59,Clothing,4,1200.32,Cash,2021-06-16,Zorlu Center,2021,June
Male,22,Cosmetics,2,81.32,Debit Card,2022-10-05,Cevahir AVM,2022,October
Male,35,Toys,1,35.84,Debit Card,2022-11-19,Kanyon,2022,November
Female,63,Clothing,5,1500.4,Credit Card,2022-12-01,Istinye Park,2022,December
Female,20,Clothing,2,600.16,Debit Card,2022-08-07,Metropol AVM,2022,August
Female,62,Clothing,2,600.16,Cash,2022-11-10,Mall of Istanbul,2022,November
Female,43,Souvenir,3,35.19,Cash,2022-03-08,Kanyon,2022,March
Female,36,Shoes,3,1800.51,Cash,2021-02-04,Metropol AVM,2021,February
Male,33,Clothing,3,900.24,Cash,2021-04-22,Mall of Istanbul,2021,April
Female,46,Food & Beverage,2,10.46,Credit Card,2022-11-10,Metrocity,2022,November
Female,54,Food & Beverage,2,10.46,Credit Card,2022-05-31,Emaar Square Mall,2022,May
Male,31,Cosmetics,3,121.98,Debit Card,2022-06-01,Metrocity,2022,June
Male,36,Books,2,30.3,Debit Card,2022-03-29,Metrocity,2022,March
Female,26,Clothing,2,600.16,Credit Card,2022-03-12,Metrocity,2022,March
Male,63,Shoes,1,600.17,Debit Card,2021-10-28,Cevahir AVM,2021,October
Male,18,Books,2,30.3,Cash,2022-05-05,Cevahir AVM,2022,May
Female,62,Technology,2,2100.0,Cash,2021-07-07,Emaar Square Mall,2021,July
Female,38,Books,2,30.3,Cash,2021-06-20,Emaar Square Mall,2021,June
Female,31,Toys,1,35.84,Debit Card,2022-02-22,Metropol AVM,2022,February
Female,50,Souvenir,4,46.92,Cash,2021-09-12,Mall of Istanbul,2021,September
Female,49,Clothing,3,900.24,Credit Card,2021-09-07,Metropol AVM,2021,September
Male,30,Toys,3,107.52,Cash,2022-06-03,Zorlu Center,2022,June
Female,21,Clothing,3,900.24,Cash,2021-06-26,Istinye Park,2021,June
Male,53,Food & Beverage,4,20.92,Cash,2021-01-10,Viaport Outlet,2021,January
Male,45,Clothing,3,900.24,Debit Card,2023-11-02,Viaport Outlet,2023,November
Female,66,Food & Beverage,1,5.23,Cash,2021-08-27,Istinye Park,2021,August
Male,18,Clothing,5,1500.4,Cash,2021-08-17,Mall of Istanbul,2021,August
Female,45,Toys,3,107.52,Credit Card,2022-05-28,Mall of Istanbul,2022,May
Female,50,Shoes,1,600.17,Cash,2021-08-04,Mall of Istanbul,2021,August
Female,54,Food & Beverage,5,26.15,Cash,2023-01-29,Kanyon,2023,January
Male,31,Clothing,2,600.16,Debit Card,2022-03-20,Cevahir AVM,2022,March
Female,63,Clothing,2,600.16,Debit Card,2022-05-04,Metropol AVM,2022,May
Male,48,Food & Beverage,5,26.15,Debit Card,2021-08-15,Forum Istanbul,2021,August
Male,65,Food & Beverage,1,5.23,Credit Card,2022-04-11,Metrocity,2022,April
Male,52,Technology,1,1050.0,Debit Card,2021-01-23,Kanyon,2021,January
Female,42,Clothing,3,900.24,Credit Card,2022-04-21,Mall of Istanbul,2022,April
Male,42,Clothing,2,600.16,Cash,2022-05-15,Metrocity,2022,May
Male,23,Clothing,5,1500.4,Cash,2022-06-09,Metropol AVM,2022,June
Female,23,Toys,5,179.2,Credit Card,2022-03-19,Istinye Park,2022,March
Male,36,Clothing,5,1500.4,Credit Card,2021-06-19,Istinye Park,2021,June
Female,60,Clothing,3,900.24,Cash,2021-01-23,Kanyon,2021,January
Female,25,Toys,5,179.2,Cash,2021-06-12,Kanyon,2021,June
Male,51,Toys,3,107.52,Cash,2021-06-10,Metropol AVM,2021,June
Female,66,Food & Beverage,2,10.46,Credit Card,2022-09-11,Kanyon,2022,September
Male,32,Shoes,5,3000.85,Credit Card,2021-03-21,Forum Istanbul,2021,March
Male,61,Clothing,4,1200.32,Credit Card,2021-06-09,Istinye Park,2021,June
Female,44,Clothing,5,1500.4,Cash,2021-10-23,Zorlu Center,2021,October
Female,55,Food & Beverage,2,10.46,Cash,2021-10-25,Viaport Outlet,2021,October
Female,63,Shoes,4,2400.68,Cash,2021-04-18,Cevahir AVM,2021,April
Male,25,Souvenir,1,11.73,Cash,2021-04-21,Mall of Istanbul,2021,April
Female,28,Toys,5,179.2,Cash,2023-02-22,Kanyon,2023,February
Male,55,Clothing,2,600.16,Debit Card,2023-01-29,Istinye Park,2023,January
Male,68,Clothing,5,1500.4,Credit Card,2022-10-25,Zorlu Center,2022,October
Female,64,Cosmetics,5,203.3,Debit Card,2021-10-16,Forum Istanbul,2021,October
Female,57,Toys,4,143.36,Credit Card,2021-11-21,Forum Istanbul,2021,November
Male,66,Toys,3,107.52,Credit Card,2021-09-03,Mall of Istanbul,2021,September
Female,34,Toys,5,179.2,Credit Card,2021-03-02,Metropol AVM,2021,March
Female,34,Clothing,3,900.24,Cash,2022-05-17,Metropol AVM,2022,May
Female,42,Cosmetics,5,203.3,Cash,2021-01-30,Mall of Istanbul,2021,January
Male,48,Cosmetics,1,40.66,Cash,2022-01-10,Kanyon,2022,January
Male,65,Shoes,4,2400.68,Debit Card,2021-11-02,Metrocity,2021,November
Female,53,Books,1,15.15,Debit Card,2022-01-07,Mall of Istanbul,2022,January
Female,55,Cosmetics,4,162.64,Debit Card,2021-11-03,Metrocity,2021,November
Male,45,Clothing,1,300.08,Debit Card,2021-06-18,Mall of Istanbul,2021,June
Female,55,Souvenir,2,23.46,Debit Card,2022-03-25,Istinye Park,2022,March
Female,49,Food & Beverage,3,15.69,Cash,2023-02-15,Mall of Istanbul,2023,February
Female,59,Clothing,5,1500.4,Credit Card,2022-06-14,Metrocity,2022,June
Female,22,Clothing,3,900.24,Cash,2021-06-26,Kanyon,2021,June
Female,26,Clothing,5,1500.4,Debit Card,2021-09-27,Cevahir AVM,2021,September
Male,32,Cosmetics,5,203.3,Credit Card,2022-01-13,Istinye Park,2022,January
Female,60,Clothing,1,300.08,Credit Card,2023-01-26,Cevahir AVM,2023,January
Female,26,Toys,4,143.36,Credit Card,2021-11-23,Kanyon,2021,November
Female,31,Clothing,5,1500.4,Debit Card,2021-07-12,Cevahir AVM,2021,July
Female,52,Cosmetics,4,162.64,Credit Card,2021-01-12,Viaport Outlet,2021,January
Female,51,Clothing,1,300.08,Credit Card,2023-01-22,Mall of Istanbul,2023,January
Male,20,Clothing,3,900.24,Credit Card,2022-07-29,Kanyon,2022,July
Female,68,Books,3,45.45,Cash,2021-12-03,Metrocity,2021,December
Female,60,Shoes,1,600.17,Cash,2021-08-31,Mall of Istanbul,2021,August
Female,51,Shoes,4,2400.68,Debit Card,2022-09-15,Metropol AVM,2022,September
Male,59,Souvenir,2,23.46,Credit Card,2022-11-05,Kanyon,2022,November
Female,67,Toys,4,143.36,Debit Card,2023-01-19,Cevahir AVM,2023,January
Male,51,Shoes,4,2400.68,Cash,2022-07-17,Viaport Outlet,2022,July
Female,39,Clothing,4,1200.32,Cash,2023-06-02,Metropol AVM,2023,June
Female,40,Food & Beverage,1,5.23,Credit Card,2021-07-13,Mall of Istanbul,2021,July
Male,43,Technology,2,2100.0,Debit Card,2021-11-06,Mall of Istanbul,2021,November
Male,58,Shoes,4,2400.68,Cash,2021-01-25,Istinye Park,2021,January
Female,41,Toys,5,179.2,Cash,2021-10-27,Forum Istanbul,2021,October
Male,44,Souvenir,3,35.19,Credit Card,2022-11-22,Kanyon,2022,November
Female,59,Shoes,5,3000.85,Cash,2022-12-25,Istinye Park,2022,December
Female,31,Toys,2,71.68,Debit Card,2022-03-27,Forum Istanbul,2022,March
Female,53,Food & Beverage,5,26.15,Credit Card,2023-11-02,Kanyon,2023,November
Female,69,Toys,3,107.52,Cash,2021-12-01,Viaport Outlet,2021,December
Female,67,Food & Beverage,2,10.46,Cash,2021-07-24,Metrocity,2021,July
Female,66,Clothing,2,600.16,Credit Card,2021-03-29,Kanyon,2021,March
Male,31,Shoes,5,3000.85,Cash,2022-03-04,Metrocity,2022,March
Male,62,Clothing,5,1500.4,Cash,2021-12-07,Cevahir AVM,2021,December
Female,49,Cosmetics,1,40.66,Cash,2022-06-03,Istinye Park,2022,June
Female,62,Clothing,3,900.24,Cash,2022-04-19,Metropol AVM,2022,April
Male,66,Clothing,3,900.24,Debit Card,2022-02-02,Metrocity,2022,February
Male,29,Food & Beverage,4,20.92,Debit Card,2022-03-07,Metropol AVM,2022,March
Female,65,Clothing,3,900.24,Debit Card,2021-05-24,Kanyon,2021,May
Female,33,Technology,3,3150.0,Debit Card,2023-01-28,Istinye Park,2023,January
Male,21,Toys,3,107.52,Debit Card,2022-05-30,Metrocity,2022,May
Female,39,Cosmetics,5,203.3,Cash,2022-08-11,Emaar Square Mall,2022,August
Male,38,Books,5,75.75,Debit Card,2021-08-29,Metrocity,2021,August
Male,56,Clothing,3,900.24,Credit Card,2021-06-30,Kanyon,2021,June
Female,58,Clothing,1,300.08,Debit Card,2022-01-30,Kanyon,2022,January
Male,18,Clothing,2,600.16,Credit Card,2021-07-21,Kanyon,2021,July
Male,50,Clothing,3,900.24,Cash,2021-09-18,Metropol AVM,2021,September
Female,63,Clothing,4,1200.32,Cash,2022-06-13,Kanyon,2022,June
Female,18,Clothing,1,300.08,Credit Card,2022-03-26,Mall of Istanbul,2022,March
Female,46,Clothing,4,1200.32,Cash,2022-09-18,Forum Istanbul,2022,September
Female,42,Cosmetics,1,40.66,Debit Card,2022-03-25,Viaport Outlet,2022,March
Female,56,Toys,1,35.84,Credit Card,2021-09-30,Mall of Istanbul,2021,September
Female,39,Clothing,3,900.24,Cash,2021-11-04,Istinye Park,2021,November
Female,39,Toys,2,71.68,Cash,2022-08-08,Metrocity,2022,August
Female,34,Food & Beverage,4,20.92,Credit Card,2022-11-18,Kanyon,2022,November
Female,44,Clothing,2,600.16,Cash,2021-01-22,Kanyon,2021,January
Female,42,Food & Beverage,4,20.92,Cash,2022-11-19,Kanyon,2022,November
Female,61,Clothing,3,900.24,Credit Card,2022-08-02,Viaport Outlet,2022,August
Female,56,Toys,2,71.68,Cash,2021-11-27,Kanyon,2021,November
Male,54,Clothing,3,900.24,Cash,2021-06-15,Forum Istanbul,2021,June
Female,28,Food & Beverage,2,10.46,Cash,2022-09-14,Kanyon,2022,September
Male,53,Food & Beverage,5,26.15,Debit Card,2022-01-03,Mall of Istanbul,2022,January
Female,21,Food & Beverage,1,5.23,Credit Card,2022-12-03,Emaar Square Mall,2022,December
Female,57,Cosmetics,4,162.64,Credit Card,2022-09-16,Kanyon,2022,September
Male,27,Clothing,1,300.08,Cash,2021-05-28,Kanyon,2021,May
Female,42,Toys,4,143.36,Cash,2022-07-01,Kanyon,2022,July
Male,34,Technology,3,3150.0,Cash,2022-03-27,Kanyon,2022,March
Female,61,Souvenir,1,11.73,Cash,2022-04-15,Mall of Istanbul,2022,April
Male,29,Clothing,3,900.24,Debit Card,2022-10-15,Metropol AVM,2022,October
Female,51,Technology,1,1050.0,Debit Card,2022-09-20,Mall of Istanbul,2022,September
Female,26,Food & Beverage,1,5.23,Debit Card,2022-04-06,Kanyon,2022,April
Female,66,Shoes,5,3000.85,Debit Card,2021-02-04,Mall of Istanbul,2021,February
Male,39,Clothing,3,900.24,Cash,2022-12-17,Emaar Square Mall,2022,December
Male,47,Clothing,4,1200.32,Cash,2021-06-18,Mall of Istanbul,2021,June
Female,18,Cosmetics,1,40.66,Credit Card,2022-11-21,Cevahir AVM,2022,November
Female,59,Clothing,3,900.24,Credit Card,2021-09-28,Metropol AVM,2021,September
Male,68,Clothing,5,1500.4,Debit Card,2022-01-26,Metrocity,2022,January
Female,34,Toys,3,107.52,Credit Card,2021-08-17,Kanyon,2021,August
Male,67,Books,5,75.75,Credit Card,2022-11-05,Kanyon,2022,November
Female,33,Shoes,5,3000.85,Credit Card,2021-10-05,Metrocity,2021,October
Male,50,Cosmetics,2,81.32,Credit Card,2021-03-21,Istinye Park,2021,March
Male,22,Food & Beverage,1,5.23,Cash,2022-06-14,Metrocity,2022,June
Female,64,Books,3,45.45,Credit Card,2022-01-15,Mall of Istanbul,2022,January
Male,58,Books,3,45.45,Credit Card,2022-04-22,Metropol AVM,2022,April
Female,45,Technology,3,3150.0,Cash,2022-08-23,Metropol AVM,2022,August
Male,39,Cosmetics,1,40.66,Debit Card,2021-10-12,Viaport Outlet,2021,October
Female,26,Shoes,2,1200.34,Credit Card,2021-03-27,Metrocity,2021,March
Male,48,Clothing,1,300.08,Cash,2022-06-22,Metrocity,2022,June
Male,39,Toys,1,35.84,Debit Card,2021-05-24,Mall of Istanbul,2021,May
Female,66,Shoes,3,1800.51,Credit Card,2021-02-08,Viaport Outlet,2021,February
Female,27,Souvenir,1,11.73,Credit Card,2021-09-17,Metrocity,2021,September
Female,27,Clothing,1,300.08,Cash,2022-09-30,Metrocity,2022,September
Female,35,Clothing,1,300.08,Cash,2022-09-21,Kanyon,2022,September
Female,68,Clothing,2,600.16,Cash,2022-08-23,Istinye Park,2022,August
Female,65,Food & Beverage,2,10.46,Cash,2021-04-25,Mall of Istanbul,2021,April
Female,58,Toys,3,107.52,Credit Card,2022-08-06,Mall of Istanbul,2022,August
Female,43,Souvenir,3,35.19,Cash,2021-12-24,Kanyon,2021,December
Female,39,Clothing,4,1200.32,Credit Card,2022-10-31,Metrocity,2022,October
Female,33,Clothing,2,600.16,Cash,2022-09-02,Kanyon,2022,September
Female,43,Shoes,4,2400.68,Debit Card,2021-08-05,Forum Istanbul,2021,August
Female,27,Cosmetics,1,40.66,Cash,2022-08-29,Kanyon,2022,August
Male,22,Toys,4,143.36,Cash,2021-01-04,Viaport Outlet,2021,January
Female,46,Toys,4,143.36,Cash,2022-11-22,Cevahir AVM,2022,November
Male,18,Clothing,2,600.16,Cash,2021-03-26,Metropol AVM,2021,March
Male,21,Clothing,3,900.24,Debit Card,2021-12-04,Forum Istanbul,2021,December
Male,31,Shoes,3,1800.51,Credit Card,2022-06-21,Kanyon,2022,June
Male,65,Food & Beverage,4,20.92,Credit Card,2021-03-05,Mall of Istanbul,2021,March
Female,40,Clothing,4,1200.32,Cash,2023-08-02,Istinye Park,2023,August
Female,46,Cosmetics,4,162.64,Cash,2022-04-22,Mall of Istanbul,2022,April
Male,49,Cosmetics,1,40.66,Cash,2021-09-05,Forum Istanbul,2021,September
Female,69,Shoes,3,1800.51,Debit Card,2021-01-16,Kanyon,2021,January
Male,60,Food & Beverage,2,10.46,Cash,2022-09-13,Mall of Istanbul,2022,September
Male,47,Clothing,1,300.08,Cash,2021-02-15,Metrocity,2021,February
Female,20,Clothing,1,300.08,Cash,2023-02-19,Istinye Park,2023,February
Female,67,Shoes,3,1800.51,Debit Card,2021-01-22,Metropol AVM,2021,January
Female,20,Cosmetics,5,203.3,Cash,2021-08-24,Kanyon,2021,August
Male,37,Cosmetics,1,40.66,Cash,2023-06-03,Forum Istanbul,2023,June
Female,57,Food & Beverage,2,10.46,Credit Card,2022-12-19,Metropol AVM,2022,December
Female,53,Clothing,4,1200.32,Credit Card,2021-06-28,Kanyon,2021,June
Male,69,Food & Beverage,3,15.69,Credit Card,2022-07-24,Kanyon,2022,July
Female,55,Technology,5,5250.0,Cash,2022-07-06,Metrocity,2022,July
Female,47,Clothing,3,900.24,Debit Card,2023-01-27,Metrocity,2023,January
Female,29,Shoes,3,1800.51,Credit Card,2021-06-26,Metrocity,2021,June
Female,67,Clothing,2,600.16,Credit Card,2022-05-31,Kanyon,2022,May
Male,67,Books,2,30.3,Credit Card,2022-09-27,Mall of Istanbul,2022,September
Female,41,Technology,1,1050.0,Cash,2023-02-21,Mall of Istanbul,2023,February
Male,36,Shoes,3,1800.51,Cash,2022-03-10,Metrocity,2022,March
Female,47,Cosmetics,1,40.66,Cash,2022-05-15,Metrocity,2022,May
Female,22,Technology,3,3150.0,Credit Card,2022-10-08,Istinye Park,2022,October
Female,34,Clothing,4,1200.32,Cash,2021-07-23,Mall of Istanbul,2021,July
Female,52,Technology,3,3150.0,Cash,2021-03-29,Mall of Istanbul,2021,March
Female,33,Cosmetics,5,203.3,Debit Card,2021-06-02,Kanyon,2021,June
Male,41,Clothing,1,300.08,Cash,2021-02-13,Metrocity,2021,February
Female,28,Cosmetics,2,81.32,Cash,2022-01-17,Metropol AVM,2022,January
Female,61,Shoes,2,1200.34,Credit Card,2021-04-02,Istinye Park,2021,April
Female,23,Clothing,3,900.24,Cash,2022-08-15,Zorlu Center,2022,August
Male,65,Cosmetics,4,162.64,Debit Card,2022-05-08,Emaar Square Mall,2022,May
Female,57,Clothing,5,1500.4,Cash,2021-05-30,Zorlu Center,2021,May
Male,49,Shoes,5,3000.85,Cash,2022-10-28,Metrocity,2022,October
Male,30,Shoes,2,1200.34,Cash,2023-02-20,Mall of Istanbul,2023,February
Female,25,Toys,3,107.52,Credit Card,2022-11-03,Metropol AVM,2022,November
Male,61,Cosmetics,2,81.32,Credit Card,2023-01-31,Istinye Park,2023,January
Female,57,Shoes,2,1200.34,Debit Card,2021-03-06,Metropol AVM,2021,March
Female,48,Clothing,5,1500.4,Credit Card,2021-11-12,Metrocity,2021,November
Male,51,Technology,5,5250.0,Cash,2022-01-25,Istinye Park,2022,January
Male,58,Cosmetics,2,81.32,Cash,2021-11-20,Metropol AVM,2021,November
Male,19,Shoes,3,1800.51,Cash,2021-12-23,Mall of Istanbul,2021,December
Female,43,Clothing,5,1500.4,Credit Card,2021-05-13,Mall of Istanbul,2021,May
Female,62,Clothing,1,300.08,Debit Card,2023-04-01,Viaport Outlet,2023,April
Male,30,Shoes,3,1800.51,Cash,2022-09-15,Zorlu Center,2022,September
Male,22,Clothing,1,300.08,Cash,2022-09-10,Viaport Outlet,2022,September
Female,30,Clothing,4,1200.32,Credit Card,2021-10-03,Metrocity,2021,October
Female,27,Clothing,1,300.08,Credit Card,2023-01-31,Emaar Square Mall,2023,January
Female,40,Clothing,5,1500.4,Credit Card,2021-02-20,Metrocity,2021,February
Male,33,Souvenir,2,23.46,Cash,2022-07-22,Forum Istanbul,2022,July
Female,41,Souvenir,4,46.92,Cash,2021-01-28,Kanyon,2021,January
Female,53,Clothing,5,1500.4,Credit Card,2021-09-22,Mall of Istanbul,2021,September
